participant,rank,realrate.response,thisN,physical,document,witness,character,verdict.response,responseTextBox.text,thisRow.t,vviqTrials.vviqResponse.response,vviqResponse.response,trials.verdict.response,trials.realrate.response,trials.casestrength.response,surpriseTestLoopSmall.evidenceUsedResponse.rt,surpriseTestLoopSmall.evidenceUsedResponse.response,surpriseTestLoopSmall.confidenceLevel.response,notes,frameRate,evidenceUsedResponse.rt,evidenceUsedResponse.response,consentInfiniteLoop.consented_button.numClicks,confidenceLevel.response,casestrength.response,,,,waitInstruction.stopped,waitInstruction.started,vviqTrials.thisTrialN,vviqTrials.thisRepN,vviqTrials.thisN,vviqTrials.thisIndex,vviqTheme,vviqShowNewTheme.stopped,vviqShowNewTheme.started,vviqQuestions.stopped,vviqQuestions.started,vviqQuestion,vviqInstructions.stopped,vviqInstructions.started,userResponseContinue.started,userResponse.stopped,userResponse.started,trials.thisTrialN,trials.thisRepN,trials.thisN,trials.thisIndex,trials.responseTextBox.text,thisTrialN,thisRepN,testInstruction.stopped,testInstruction.started,surpriseTestRoutine.stopped,surpriseTestRoutine.started,surpriseTestPrompt.stopped,surpriseTestPrompt.started,surpriseTestLoopSmall.thisTrialN,surpriseTestLoopSmall.thisRepN,surpriseTestLoopSmall.thisN,surpriseTestLoopSmall.thisIndex,surpriseTestLoopBig.thisTrialN,surpriseTestLoopBig.thisRepN,surpriseTestLoopBig.thisN,surpriseTestLoopBig.thisIndex,severity,setUpRoutine.stopped,setUpRoutine.started,psychopyVersion,,,,minorInculp,minorExculp,lureType,lureCaseNum,lureCase,expStart,expName,evidenceAppendLoop.thisTrialN,evidenceAppendLoop.thisRepN,evidenceAppendLoop.thisN,evidenceAppendLoop.thisIndex,evidence4,evidence3,evidence2,evidence1,draftedBy,,,,date,criticalInculp,criticalExculp,crimeType,crimeDescription,crime,consented,consentInfiniteLoop.thisTrialN,consentInfiniteLoop.thisRepN,consentInfiniteLoop.thisN,consentInfiniteLoop.thisIndex,consentInfiniteLoop.consented_button.timesOn,consentInfiniteLoop.consented_button.timesOff,condition,characterVirtue,,,baseScenerio,appendEvidence.stopped,appendEvidence.started,Wait.stopped,Wait.started,Survey.stopped,Survey.started,Scenerio.stopped,Scenerio.started,Introduction2.stopped,Introduction2.started,Introduction1.stopped,Introduction1.started,Consent.stopped,Consent.started
148,,,1,,,,,,,1905.7500435999827,,,,,,3.387140899983933,No,Very Confident,,60,3.387140899983933,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1911.2466054999968,1905.7443828999822,,,1,0,1,3,0,0,0,6,,,,2024.2.4,,,,The defendant has an online store with items similar to the ones stolen.,The defendant has only worked at the register once,minorExculp,20,Grocery free bagging,2026-04-24 11h01.46.981324 -0600,JurorPsychopyTest,,,,,A priest says the defendant is an honest person,A customer remembers the defendant bagging items for another customer without ringing it up,A store camera shows no evidence of bagging without pressing register,An expert testified that none of the stolen items had the defendant's fingerprints,,,,,2026-04-24_10h55.49.088,The defendant has an abnormal bagging speed that prevents the camera from identifying if she rang up items or not,The defendant has had past instances of accidentally forgetting to ring up items,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
148,,,2,,,,,,,1911.2543653999746,,,,,,4.951634600001853,No,Very Confident,,60,4.951634600001853,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,1918.021616299986,1911.2494780999841,,,2,0,2,0,0,0,0,6,,,,2024.2.4,,,,The defendant has an online store with items similar to the ones stolen.,The defendant has only worked at the register once,criticalInculp,20,Grocery free bagging,2026-04-24 11h01.46.981324 -0600,JurorPsychopyTest,,,,,A priest says the defendant is an honest person,A customer remembers the defendant bagging items for another customer without ringing it up,A store camera shows no evidence of bagging without pressing register,An expert testified that none of the stolen items had the defendant's fingerprints,,,,,2026-04-24_10h55.49.088,The defendant has an abnormal bagging speed that prevents the camera from identifying if she rang up items or not,The defendant has had past instances of accidentally forgetting to ring up items,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
148,,,3,,,,,,,1918.029552699998,,,,,,5.214677200012375,Yes,Very Confident,,60,5.214677200012375,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,1925.110021099972,1918.024302,,,3,0,3,6,0,0,0,6,,,,2024.2.4,,,,The defendant has an online store with items similar to the ones stolen.,The defendant has only worked at the register once,evidence3,20,Grocery free bagging,2026-04-24 11h01.46.981324 -0600,JurorPsychopyTest,,,,,A priest says the defendant is an honest person,A customer remembers the defendant bagging items for another customer without ringing it up,A store camera shows no evidence of bagging without pressing register,An expert testified that none of the stolen items had the defendant's fingerprints,,,,,2026-04-24_10h55.49.088,The defendant has an abnormal bagging speed that prevents the camera from identifying if she rang up items or not,The defendant has had past instances of accidentally forgetting to ring up items,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
148,,,4,,,,,,,1925.1221356999886,,,,,,3.875773300009314,Yes,Very Confident,,60,3.875773300009314,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,,1930.3635812999855,1925.1132054999762,,,4,0,4,4,0,0,0,6,,,,2024.2.4,,,,The defendant has an online store with items similar to the ones stolen.,The defendant has only worked at the register once,evidence1,20,Grocery free bagging,2026-04-24 11h01.46.981324 -0600,JurorPsychopyTest,,,,,A priest says the defendant is an honest person,A customer remembers the defendant bagging items for another customer without ringing it up,A store camera shows no evidence of bagging without pressing register,An expert testified that none of the stolen items had the defendant's fingerprints,,,,,2026-04-24_10h55.49.088,The defendant has an abnormal bagging speed that prevents the camera from identifying if she rang up items or not,The defendant has had past instances of accidentally forgetting to ring up items,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
148,,,5,,,,,,,1930.3715375999745,,,,,,3.923674799996661,Yes,Very Confident,,60,3.923674799996661,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,,,1935.3720021999907,1930.3653626999876,,,5,0,5,7,0,0,0,6,,,,2024.2.4,,,,The defendant has an online store with items similar to the ones stolen.,The defendant has only worked at the register once,evidence4,20,Grocery free bagging,2026-04-24 11h01.46.981324 -0600,JurorPsychopyTest,,,,,A priest says the defendant is an honest person,A customer remembers the defendant bagging items for another customer without ringing it up,A store camera shows no evidence of bagging without pressing register,An expert testified that none of the stolen items had the defendant's fingerprints,,,,,2026-04-24_10h55.49.088,The defendant has an abnormal bagging speed that prevents the camera from identifying if she rang up items or not,The defendant has had past instances of accidentally forgetting to ring up items,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
148,,,6,,,,,,,1935.380029699998,,,,,,4.731807600008324,Yes,Very Confident,,60,4.731807600008324,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,,,1941.0555125999963,1935.374025099998,,,6,0,6,5,0,0,0,6,,,,2024.2.4,,,,The defendant has an online store with items similar to the ones stolen.,The defendant has only worked at the register once,evidence2,20,Grocery free bagging,2026-04-24 11h01.46.981324 -0600,JurorPsychopyTest,,,,,A priest says the defendant is an honest person,A customer remembers the defendant bagging items for another customer without ringing it up,A store camera shows no evidence of bagging without pressing register,An expert testified that none of the stolen items had the defendant's fingerprints,,,,,2026-04-24_10h55.49.088,The defendant has an abnormal bagging speed that prevents the camera from identifying if she rang up items or not,The defendant has had past instances of accidentally forgetting to ring up items,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
148,,,7,,,,,,,1941.0635022999777,,,,,,4.086322,No,Very Confident,,60,4.086322,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,,,1946.2723408999736,1941.0581567999907,,,7,0,7,2,0,0,0,6,,,,2024.2.4,,,,The defendant has an online store with items similar to the ones stolen.,The defendant has only worked at the register once,minorInculp,20,Grocery free bagging,2026-04-24 11h01.46.981324 -0600,JurorPsychopyTest,,,,,A priest says the defendant is an honest person,A customer remembers the defendant bagging items for another customer without ringing it up,A store camera shows no evidence of bagging without pressing register,An expert testified that none of the stolen items had the defendant's fingerprints,,,,,2026-04-24_10h55.49.088,The defendant has an abnormal bagging speed that prevents the camera from identifying if she rang up items or not,The defendant has had past instances of accidentally forgetting to ring up items,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
148,,,0,,,,,,,1949.111164699978,,,,,,10.311335100006545,No,Very Confident,,60,10.311335100006545,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,1960.7195891999872,1949.1033837999857,1949.0945248999924,1946.2763283999811,0,0,0,0,1,0,1,8,,,,2024.2.4,,,,An audit of the defendant's business could not account for all of the revenue,Most homeowners who paid the fraudulent company did not recall doing a refinance,criticalInculp,24,Mortgage Fraud,2026-04-24 11h01.46.981324 -0600,JurorPsychopyTest,,,,,The defendant's employer testified that the defendant is an honest person,An insurance agent in the same building as the fake company headquarter has never seen the defendant,The defendant's computer contains only records of her legitimate business ,The defendant's fingerprint was found on a collection notice of the fake company,,,,,2026-04-24_10h55.49.088,The defendant is the owner of the fraudulent company which is a remote position,"The fraudulant papers have gone through many hands, some unrelated to the crime",,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
148,,,1,,,,,,,1960.7313589999976,,,,,,4.463855399983004,No,Very Confident,,60,4.463855399983004,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1966.2648920999782,1960.7218049999792,,,1,0,1,3,1,0,1,8,,,,2024.2.4,,,,An audit of the defendant's business could not account for all of the revenue,Most homeowners who paid the fraudulent company did not recall doing a refinance,minorExculp,24,Mortgage Fraud,2026-04-24 11h01.46.981324 -0600,JurorPsychopyTest,,,,,The defendant's employer testified that the defendant is an honest person,An insurance agent in the same building as the fake company headquarter has never seen the defendant,The defendant's computer contains only records of her legitimate business ,The defendant's fingerprint was found on a collection notice of the fake company,,,,,2026-04-24_10h55.49.088,The defendant is the owner of the fraudulent company which is a remote position,"The fraudulant papers have gone through many hands, some unrelated to the crime",,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
148,,,2,,,,,,,1966.272802,,,,,,4.224082000000635,No,Very Confident,,60,4.224082000000635,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,1971.3947711999936,1966.2670272999967,,,2,0,2,2,1,0,1,8,,,,2024.2.4,,,,An audit of the defendant's business could not account for all of the revenue,Most homeowners who paid the fraudulent company did not recall doing a refinance,minorInculp,24,Mortgage Fraud,2026-04-24 11h01.46.981324 -0600,JurorPsychopyTest,,,,,The defendant's employer testified that the defendant is an honest person,An insurance agent in the same building as the fake company headquarter has never seen the defendant,The defendant's computer contains only records of her legitimate business ,The defendant's fingerprint was found on a collection notice of the fake company,,,,,2026-04-24_10h55.49.088,The defendant is the owner of the fraudulent company which is a remote position,"The fraudulant papers have gone through many hands, some unrelated to the crime",,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
148,,,3,,,,,,,1971.4066294999793,,,,,,4.920049299980747,Yes,Very Confident,,60,4.920049299980747,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,1977.0154733999807,1971.3992530999822,,,3,0,3,6,1,0,1,8,,,,2024.2.4,,,,An audit of the defendant's business could not account for all of the revenue,Most homeowners who paid the fraudulent company did not recall doing a refinance,evidence3,24,Mortgage Fraud,2026-04-24 11h01.46.981324 -0600,JurorPsychopyTest,,,,,The defendant's employer testified that the defendant is an honest person,An insurance agent in the same building as the fake company headquarter has never seen the defendant,The defendant's computer contains only records of her legitimate business ,The defendant's fingerprint was found on a collection notice of the fake company,,,,,2026-04-24_10h55.49.088,The defendant is the owner of the fraudulent company which is a remote position,"The fraudulant papers have gone through many hands, some unrelated to the crime",,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
148,,,4,,,,,,,1977.023427099979,,,,,,3.9278786000213586,Yes,Very Confident,,60,3.9278786000213586,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,,1981.6148395999917,1977.0176357999735,,,4,0,4,5,1,0,1,8,,,,2024.2.4,,,,An audit of the defendant's business could not account for all of the revenue,Most homeowners who paid the fraudulent company did not recall doing a refinance,evidence2,24,Mortgage Fraud,2026-04-24 11h01.46.981324 -0600,JurorPsychopyTest,,,,,The defendant's employer testified that the defendant is an honest person,An insurance agent in the same building as the fake company headquarter has never seen the defendant,The defendant's computer contains only records of her legitimate business ,The defendant's fingerprint was found on a collection notice of the fake company,,,,,2026-04-24_10h55.49.088,The defendant is the owner of the fraudulent company which is a remote position,"The fraudulant papers have gone through many hands, some unrelated to the crime",,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
148,,,5,,,,,,,1981.622821899975,,,,,,3.094187599985162,Yes,Very Confident,,60,3.094187599985162,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,,,1985.4323436999985,1981.6169808999985,,,5,0,5,7,1,0,1,8,,,,2024.2.4,,,,An audit of the defendant's business could not account for all of the revenue,Most homeowners who paid the fraudulent company did not recall doing a refinance,evidence4,24,Mortgage Fraud,2026-04-24 11h01.46.981324 -0600,JurorPsychopyTest,,,,,The defendant's employer testified that the defendant is an honest person,An insurance agent in the same building as the fake company headquarter has never seen the defendant,The defendant's computer contains only records of her legitimate business ,The defendant's fingerprint was found on a collection notice of the fake company,,,,,2026-04-24_10h55.49.088,The defendant is the owner of the fraudulent company which is a remote position,"The fraudulant papers have gone through many hands, some unrelated to the crime",,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
148,,,6,,,,,,,1985.4446093999723,,,,,,4.022454700025264,No,Moderately Confident,,60,4.022454700025264,No,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,,,1991.0361571999965,1985.4348343999882,,,6,0,6,1,1,0,1,8,,,,2024.2.4,,,,An audit of the defendant's business could not account for all of the revenue,Most homeowners who paid the fraudulent company did not recall doing a refinance,criticalExculp,24,Mortgage Fraud,2026-04-24 11h01.46.981324 -0600,JurorPsychopyTest,,,,,The defendant's employer testified that the defendant is an honest person,An insurance agent in the same building as the fake company headquarter has never seen the defendant,The defendant's computer contains only records of her legitimate business ,The defendant's fingerprint was found on a collection notice of the fake company,,,,,2026-04-24_10h55.49.088,The defendant is the owner of the fraudulent company which is a remote position,"The fraudulant papers have gone through many hands, some unrelated to the crime",,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
148,,,7,,,,,,,1991.044085099973,,,,,,3.711676599981729,Yes,Very Confident,,60,3.711676599981729,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,,,1995.3484822999744,1991.0385071999917,,,7,0,7,4,1,0,1,8,,,,2024.2.4,,,,An audit of the defendant's business could not account for all of the revenue,Most homeowners who paid the fraudulent company did not recall doing a refinance,evidence1,24,Mortgage Fraud,2026-04-24 11h01.46.981324 -0600,JurorPsychopyTest,,,,,The defendant's employer testified that the defendant is an honest person,An insurance agent in the same building as the fake company headquarter has never seen the defendant,The defendant's computer contains only records of her legitimate business ,The defendant's fingerprint was found on a collection notice of the fake company,,,,,2026-04-24_10h55.49.088,The defendant is the owner of the fraudulent company which is a remote position,"The fraudulant papers have gone through many hands, some unrelated to the crime",,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
148,,,0,,,,,,,2000.100504299975,,,,,,5.965988900017692,No,Not Confident,,60,5.965988900017692,No,,Not Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,2007.1206109999912,2000.091495199973,2000.0840485999943,1995.3522875999915,0,0,0,3,2,0,2,9,,,,2024.2.4,,,,The defendant recently had his license suspended for reckless driving.,There were no DNA on the defendant's car that matched the victims,minorExculp,30,Multiple Vehicular Homicide,2026-04-24 11h01.46.981324 -0600,JurorPsychopyTest,,,,,The defendant was convicted five years ago for threatening workers,A tourist who was knocked over said it was maybe the defendant driving,Selfies of the defendant shows he was two miles away during homicide,Palm prints on the driver door matches the defendant's,,,,,2026-04-24_10h55.49.088,Urine tests from the defendant showed high levels of alcohol,The defendant had earlier reported his car being stolen,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
148,,,1,,,,,,,2007.1329166999785,,,,,,2.947549100004835,Yes,Very Confident,,60,2.947549100004835,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,2011.2164544999832,2007.1226739999838,,,1,0,1,7,2,0,2,9,,,,2024.2.4,,,,The defendant recently had his license suspended for reckless driving.,There were no DNA on the defendant's car that matched the victims,evidence4,30,Multiple Vehicular Homicide,2026-04-24 11h01.46.981324 -0600,JurorPsychopyTest,,,,,The defendant was convicted five years ago for threatening workers,A tourist who was knocked over said it was maybe the defendant driving,Selfies of the defendant shows he was two miles away during homicide,Palm prints on the driver door matches the defendant's,,,,,2026-04-24_10h55.49.088,Urine tests from the defendant showed high levels of alcohol,The defendant had earlier reported his car being stolen,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
148,,,2,,,,,,,2011.2243763000006,,,,,,2.911245700001018,No,Very Confident,,60,2.911245700001018,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,2015.6823386999895,2011.2183380999777,,,2,0,2,1,2,0,2,9,,,,2024.2.4,,,,The defendant recently had his license suspended for reckless driving.,There were no DNA on the defendant's car that matched the victims,criticalExculp,30,Multiple Vehicular Homicide,2026-04-24 11h01.46.981324 -0600,JurorPsychopyTest,,,,,The defendant was convicted five years ago for threatening workers,A tourist who was knocked over said it was maybe the defendant driving,Selfies of the defendant shows he was two miles away during homicide,Palm prints on the driver door matches the defendant's,,,,,2026-04-24_10h55.49.088,Urine tests from the defendant showed high levels of alcohol,The defendant had earlier reported his car being stolen,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
148,,,3,,,,,,,2015.6903678999806,,,,,,2.556754599994747,Yes,Very Confident,,60,2.556754599994747,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,2019.278535599995,2015.6844338999945,,,3,0,3,6,2,0,2,9,,,,2024.2.4,,,,The defendant recently had his license suspended for reckless driving.,There were no DNA on the defendant's car that matched the victims,evidence3,30,Multiple Vehicular Homicide,2026-04-24 11h01.46.981324 -0600,JurorPsychopyTest,,,,,The defendant was convicted five years ago for threatening workers,A tourist who was knocked over said it was maybe the defendant driving,Selfies of the defendant shows he was two miles away during homicide,Palm prints on the driver door matches the defendant's,,,,,2026-04-24_10h55.49.088,Urine tests from the defendant showed high levels of alcohol,The defendant had earlier reported his car being stolen,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
148,,,4,,,,,,,2019.286451299995,,,,,,2.3516756999888457,Yes,Very Confident,,60,2.3516756999888457,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,,2022.5742290999915,2019.2812094999827,,,4,0,4,5,2,0,2,9,,,,2024.2.4,,,,The defendant recently had his license suspended for reckless driving.,There were no DNA on the defendant's car that matched the victims,evidence2,30,Multiple Vehicular Homicide,2026-04-24 11h01.46.981324 -0600,JurorPsychopyTest,,,,,The defendant was convicted five years ago for threatening workers,A tourist who was knocked over said it was maybe the defendant driving,Selfies of the defendant shows he was two miles away during homicide,Palm prints on the driver door matches the defendant's,,,,,2026-04-24_10h55.49.088,Urine tests from the defendant showed high levels of alcohol,The defendant had earlier reported his car being stolen,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
148,,,5,,,,,,,2022.5821784999862,,,,,,2.532685300015146,No,Very Confident,,60,2.532685300015146,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,,,2026.3368298999849,2022.5762685999798,,,5,0,5,2,2,0,2,9,,,,2024.2.4,,,,The defendant recently had his license suspended for reckless driving.,There were no DNA on the defendant's car that matched the victims,minorInculp,30,Multiple Vehicular Homicide,2026-04-24 11h01.46.981324 -0600,JurorPsychopyTest,,,,,The defendant was convicted five years ago for threatening workers,A tourist who was knocked over said it was maybe the defendant driving,Selfies of the defendant shows he was two miles away during homicide,Palm prints on the driver door matches the defendant's,,,,,2026-04-24_10h55.49.088,Urine tests from the defendant showed high levels of alcohol,The defendant had earlier reported his car being stolen,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
148,,,6,,,,,,,2026.344805199973,,,,,,2.131504799996037,Yes,Very Confident,,60,2.131504799996037,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,,,2029.270241899998,2026.3391978999716,,,6,0,6,4,2,0,2,9,,,,2024.2.4,,,,The defendant recently had his license suspended for reckless driving.,There were no DNA on the defendant's car that matched the victims,evidence1,30,Multiple Vehicular Homicide,2026-04-24 11h01.46.981324 -0600,JurorPsychopyTest,,,,,The defendant was convicted five years ago for threatening workers,A tourist who was knocked over said it was maybe the defendant driving,Selfies of the defendant shows he was two miles away during homicide,Palm prints on the driver door matches the defendant's,,,,,2026-04-24_10h55.49.088,Urine tests from the defendant showed high levels of alcohol,The defendant had earlier reported his car being stolen,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
148,,,7,,,,,,,2029.2782150999992,,,,,,2.3101390000083484,No,Very Confident,,60,2.3101390000083484,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,,,2033.0119826999726,2029.2730408999778,,,7,0,7,0,2,0,2,9,,,,2024.2.4,,,,The defendant recently had his license suspended for reckless driving.,There were no DNA on the defendant's car that matched the victims,criticalInculp,30,Multiple Vehicular Homicide,2026-04-24 11h01.46.981324 -0600,JurorPsychopyTest,,,,,The defendant was convicted five years ago for threatening workers,A tourist who was knocked over said it was maybe the defendant driving,Selfies of the defendant shows he was two miles away during homicide,Palm prints on the driver door matches the defendant's,,,,,2026-04-24_10h55.49.088,Urine tests from the defendant showed high levels of alcohol,The defendant had earlier reported his car being stolen,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
148,,,0,,,,,,,2035.7175619999762,,,,,,2.838719699997455,No,Very Confident,,60,2.838719699997455,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,2039.6371622000006,2035.7071307999722,2035.7008181999845,2033.0147295999923,0,0,0,2,3,0,3,7,,,,2024.2.4,,,,A witness testified that the defendant was seen carrying around a large bag,The defendant was never seen entering the maternity ward,minorInculp,22,Infant abduction,2026-04-24 11h01.46.981324 -0600,JurorPsychopyTest,,,,,A prominent leader testified that the defendant is a truthful person,A nurse testified that the defendant was on a different floor when alarms went off,An expert witness testified security cameras show the defendant leaving with baby,DNA matched the defendant's found from bathroom near ER,,,,,2026-04-24_10h55.49.088,The defendant recently had a miscarriage,The baby carried out by the defendant was shown to be a different baby,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
148,,,1,,,,,,,2039.6451073999924,,,,,,5.5858001000015065,Yes,Not Confident,,60,5.5858001000015065,Yes,,Not Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,2047.117731699982,2039.6393546999898,,,1,0,1,6,3,0,3,7,,,,2024.2.4,,,,A witness testified that the defendant was seen carrying around a large bag,The defendant was never seen entering the maternity ward,evidence3,22,Infant abduction,2026-04-24 11h01.46.981324 -0600,JurorPsychopyTest,,,,,A prominent leader testified that the defendant is a truthful person,A nurse testified that the defendant was on a different floor when alarms went off,An expert witness testified security cameras show the defendant leaving with baby,DNA matched the defendant's found from bathroom near ER,,,,,2026-04-24_10h55.49.088,The defendant recently had a miscarriage,The baby carried out by the defendant was shown to be a different baby,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
148,,,2,,,,,,,2047.1295734999876,,,,,,2.739786100020865,No,Very Confident,,60,2.739786100020865,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,2051.245759499987,2047.1195845999755,,,2,0,2,3,3,0,3,7,,,,2024.2.4,,,,A witness testified that the defendant was seen carrying around a large bag,The defendant was never seen entering the maternity ward,minorExculp,22,Infant abduction,2026-04-24 11h01.46.981324 -0600,JurorPsychopyTest,,,,,A prominent leader testified that the defendant is a truthful person,A nurse testified that the defendant was on a different floor when alarms went off,An expert witness testified security cameras show the defendant leaving with baby,DNA matched the defendant's found from bathroom near ER,,,,,2026-04-24_10h55.49.088,The defendant recently had a miscarriage,The baby carried out by the defendant was shown to be a different baby,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
148,,,3,,,,,,,2051.253760599997,,,,,,1.9111395999789238,No,Very Confident,,60,1.9111395999789238,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,2054.255216199992,2051.247562399978,,,3,0,3,0,3,0,3,7,,,,2024.2.4,,,,A witness testified that the defendant was seen carrying around a large bag,The defendant was never seen entering the maternity ward,criticalInculp,22,Infant abduction,2026-04-24 11h01.46.981324 -0600,JurorPsychopyTest,,,,,A prominent leader testified that the defendant is a truthful person,A nurse testified that the defendant was on a different floor when alarms went off,An expert witness testified security cameras show the defendant leaving with baby,DNA matched the defendant's found from bathroom near ER,,,,,2026-04-24_10h55.49.088,The defendant recently had a miscarriage,The baby carried out by the defendant was shown to be a different baby,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
148,,,4,,,,,,,2054.26704,,,,,,2.709634900005767,Yes,Very Confident,,60,2.709634900005767,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,,2057.845906999981,2054.2574814999825,,,4,0,4,5,3,0,3,7,,,,2024.2.4,,,,A witness testified that the defendant was seen carrying around a large bag,The defendant was never seen entering the maternity ward,evidence2,22,Infant abduction,2026-04-24 11h01.46.981324 -0600,JurorPsychopyTest,,,,,A prominent leader testified that the defendant is a truthful person,A nurse testified that the defendant was on a different floor when alarms went off,An expert witness testified security cameras show the defendant leaving with baby,DNA matched the defendant's found from bathroom near ER,,,,,2026-04-24_10h55.49.088,The defendant recently had a miscarriage,The baby carried out by the defendant was shown to be a different baby,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
148,,,5,,,,,,,2057.853895499982,,,,,,2.118639299995266,Yes,Very Confident,,60,2.118639299995266,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,,,2060.6168138999783,2057.8485771999985,,,5,0,5,4,3,0,3,7,,,,2024.2.4,,,,A witness testified that the defendant was seen carrying around a large bag,The defendant was never seen entering the maternity ward,evidence1,22,Infant abduction,2026-04-24 11h01.46.981324 -0600,JurorPsychopyTest,,,,,A prominent leader testified that the defendant is a truthful person,A nurse testified that the defendant was on a different floor when alarms went off,An expert witness testified security cameras show the defendant leaving with baby,DNA matched the defendant's found from bathroom near ER,,,,,2026-04-24_10h55.49.088,The defendant recently had a miscarriage,The baby carried out by the defendant was shown to be a different baby,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
148,,,6,,,,,,,2060.624795,,,,,,2.4450920000090264,Yes,Very Confident,,60,2.4450920000090264,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,,,2063.958621799975,2060.6188939999847,,,6,0,6,7,3,0,3,7,,,,2024.2.4,,,,A witness testified that the defendant was seen carrying around a large bag,The defendant was never seen entering the maternity ward,evidence4,22,Infant abduction,2026-04-24 11h01.46.981324 -0600,JurorPsychopyTest,,,,,A prominent leader testified that the defendant is a truthful person,A nurse testified that the defendant was on a different floor when alarms went off,An expert witness testified security cameras show the defendant leaving with baby,DNA matched the defendant's found from bathroom near ER,,,,,2026-04-24_10h55.49.088,The defendant recently had a miscarriage,The baby carried out by the defendant was shown to be a different baby,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
