participant,rank,realrate.response,physical,document,witness,character,verdict.response,responseTextBox.text,thisRow.t,vviqResponse.response,notes,frameRate,evidenceUsedResponse.rt,evidenceUsedResponse.response,consented_button.numClicks,confidenceLevel.response,casestrength.response,waitInstruction.stopped,waitInstruction.started,vviqTrials.thisTrialN,vviqTrials.thisRepN,vviqTrials.thisN,vviqTrials.thisIndex,vviqTheme,vviqShowNewTheme.stopped,vviqShowNewTheme.started,vviqQuestions.stopped,vviqQuestions.started,vviqQuestion,vviqInstructions.stopped,vviqInstructions.started,userResponseContinue.started,userResponse.stopped,userResponse.started,trials.thisTrialN,trials.thisRepN,trials.thisN,trials.thisIndex,testInstruction.stopped,testInstruction.started,surpriseTestRoutine.stopped,surpriseTestRoutine.started,surpriseTestPrompt.stopped,surpriseTestPrompt.started,surpriseTestLoopSmall.thisTrialN,surpriseTestLoopSmall.thisRepN,surpriseTestLoopSmall.thisN,surpriseTestLoopSmall.thisIndex,surpriseTestLoopBig.thisTrialN,surpriseTestLoopBig.thisRepN,surpriseTestLoopBig.thisN,surpriseTestLoopBig.thisIndex,severity,setUpRoutine.stopped,setUpRoutine.started,psychopyVersion,minorInculp,minorExculp,lureType,lureCaseNum,lureCase,expStart,expName,evidenceAppendLoop.thisTrialN,evidenceAppendLoop.thisRepN,evidenceAppendLoop.thisN,evidenceAppendLoop.thisIndex,evidence4,evidence3,evidence2,evidence1,draftedBy,date,criticalInculp,criticalExculp,crimeType,crimeDescription,crime,consented_button.timesOn,consented_button.timesOff,consented,consentInfiniteLoop.thisTrialN,consentInfiniteLoop.thisRepN,consentInfiniteLoop.thisN,consentInfiniteLoop.thisIndex,condition,characterVirtue,baseScenerio,appendEvidence.stopped,appendEvidence.started,Wait.stopped,Wait.started,Survey.stopped,Survey.started,Scenerio.stopped,Scenerio.started,Introduction2.stopped,Introduction2.started,Introduction1.stopped,Introduction1.started,Consent.stopped,Consent.started,,
50784,,,,,,,,,4447.031711,2,,239.7983784,,,,,,,,0,0,0,0,Think of some relative or friend whom you frequently see (but who is not with you at present) and consider carefully the picture that comes before your mind's eye,4452.190944,4447.021082,4475.950453,4452.190953,"The exact contour of face, head, shoulders and body.",4447.002712,4438.632901,,,,,,,,,,,,,,,,,,,,,,,,,2023.2.3,,,,,,2026-04-09 14h29.41.778131 -0700,JurorPsychopyTest,,,,,,,,,,2026-04-09_14h29.14.219,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
50784,,,,,,,,,4475.969913,2,,239.7983784,,,,,,,,1,0,1,1,Think of some relative or friend whom you frequently see (but who is not with you at present) and consider carefully the picture that comes before your mind's eye,4475.950639,4475.95062,4485.067029,4475.950643,"Characteristic poses of head, attitudes of body, etc.",,,,,,,,,,,,,,,,,,,,,,,,,,,2023.2.3,,,,,,2026-04-09 14h29.41.778131 -0700,JurorPsychopyTest,,,,,,,,,,2026-04-09_14h29.14.219,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
50784,,,,,,,,,4485.083073,1,,239.7983784,,,,,,,,2,0,2,2,Think of some relative or friend whom you frequently see (but who is not with you at present) and consider carefully the picture that comes before your mind's eye,4485.067177,4485.067158,4493.480278,4485.067181,"The precise carriage, length of step, etc., in walking.",,,,,,,,,,,,,,,,,,,,,,,,,,,2023.2.3,,,,,,2026-04-09 14h29.41.778131 -0700,JurorPsychopyTest,,,,,,,,,,2026-04-09_14h29.14.219,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
50784,,,,,,,,,4493.499324,3,,239.7983784,,,,,,,,3,0,3,3,Think of some relative or friend whom you frequently see (but who is not with you at present) and consider carefully the picture that comes before your mind's eye,4493.480438,4493.480419,4500.276065,4493.480442,The different colors worn in some familiar clothes.,,,,,,,,,,,,,,,,,,,,,,,,,,,2023.2.3,,,,,,2026-04-09 14h29.41.778131 -0700,JurorPsychopyTest,,,,,,,,,,2026-04-09_14h29.14.219,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
50784,,,,,,,,,4500.286932,2,,239.7983784,,,,,,,,4,0,4,4,Visualize a rising sun. Consider carefully the picture that comes before your mind's eye.,4508.412393,4500.276187,4518.892961,4508.412401,The sun is rising above the horizon into a hazy sky.,,,,,,,,,,,,,,,,,,,,,,,,,,,2023.2.3,,,,,,2026-04-09 14h29.41.778131 -0700,JurorPsychopyTest,,,,,,,,,,2026-04-09_14h29.14.219,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
50784,,,,,,,,,4518.908226,3,,239.7983784,,,,,,,,5,0,5,5,Visualize a rising sun. Consider carefully the picture that comes before your mind's eye.,4518.893111,4518.893092,4525.147003,4518.893115,The sky clears and surrounds the sun with blueness.,,,,,,,,,,,,,,,,,,,,,,,,,,,2023.2.3,,,,,,2026-04-09 14h29.41.778131 -0700,JurorPsychopyTest,,,,,,,,,,2026-04-09_14h29.14.219,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
50784,,,,,,,,,4525.162482,3,,239.7983784,,,,,,,,6,0,6,6,Visualize a rising sun. Consider carefully the picture that comes before your mind's eye.,4525.147185,4525.147161,4532.368166,4525.14719,"Clouds. A storm blows up, with flashes of lightning.",,,,,,,,,,,,,,,,,,,,,,,,,,,2023.2.3,,,,,,2026-04-09 14h29.41.778131 -0700,JurorPsychopyTest,,,,,,,,,,2026-04-09_14h29.14.219,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
50784,,,,,,,,,4532.383427,2,,239.7983784,,,,,,,,7,0,7,7,Visualize a rising sun. Consider carefully the picture that comes before your mind's eye.,4532.368317,4532.368298,4537.188765,4532.368321,A rainbow appears.,,,,,,,,,,,,,,,,,,,,,,,,,,,2023.2.3,,,,,,2026-04-09 14h29.41.778131 -0700,JurorPsychopyTest,,,,,,,,,,2026-04-09_14h29.14.219,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
50784,,,,,,,,,4537.20022,1,,239.7983784,,,,,,,,8,0,8,8,Think of the front of a shop which you often go to. Consider the picture that comes before  your mind's eye.,4545.013343,4537.18889,4557.947693,4545.013352,The overall appearance of the shop from the opposite side of the road.,,,,,,,,,,,,,,,,,,,,,,,,,,,2023.2.3,,,,,,2026-04-09 14h29.41.778131 -0700,JurorPsychopyTest,,,,,,,,,,2026-04-09_14h29.14.219,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
50784,,,,,,,,,4557.963171,2,,239.7983784,,,,,,,,9,0,9,9,Think of the front of a shop which you often go to. Consider the picture that comes before  your mind's eye.,4557.947836,4557.947818,4562.889549,4557.947841,"A window display including colors, shapes, and details of the door.",,,,,,,,,,,,,,,,,,,,,,,,,,,2023.2.3,,,,,,2026-04-09 14h29.41.778131 -0700,JurorPsychopyTest,,,,,,,,,,2026-04-09_14h29.14.219,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
50784,,,,,,,,,4562.909086,3,,239.7983784,,,,,,,,10,0,10,10,Think of the front of a shop which you often go to. Consider the picture that comes before  your mind's eye.,4562.889715,4562.889696,4571.326801,4562.889719,"You are near the entrance. The color, shape, and details of individual items for sale.",,,,,,,,,,,,,,,,,,,,,,,,,,,2023.2.3,,,,,,2026-04-09 14h29.41.778131 -0700,JurorPsychopyTest,,,,,,,,,,2026-04-09_14h29.14.219,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
50784,,,,,,,,,4571.342432,3,,239.7983784,,,,,,,,11,0,11,11,Think of the front of a shop which you often go to. Consider the picture that comes before  your mind's eye.,4571.326946,4571.326927,4579.589581,4571.32695,You enter the shop and go to the counter. The counter assistant serves you. Money changes hands.,,,,,,,,,,,,,,,,,,,,,,,,,,,2023.2.3,,,,,,2026-04-09 14h29.41.778131 -0700,JurorPsychopyTest,,,,,,,,,,2026-04-09_14h29.14.219,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
50784,,,,,,,,,4579.60079,2,,239.7983784,,,,,,,,12,0,12,12,"Think of a country scene which involves trees, mountains, and a lake. Consider the picture that comes before your mind's eye.",4592.234523,4579.589703,4597.489915,4592.23453,The contours of the landscape.,,,,,,,,,,,,,,,,,,,,,,,,,,,2023.2.3,,,,,,2026-04-09 14h29.41.778131 -0700,JurorPsychopyTest,,,,,,,,,,2026-04-09_14h29.14.219,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
50784,,,,,,,,,4597.505703,3,,239.7983784,,,,,,,,13,0,13,13,"Think of a country scene which involves trees, mountains, and a lake. Consider the picture that comes before your mind's eye.",4597.490065,4597.490046,4603.044832,4597.490069,The color and shape of the trees.,,,,,,,,,,,,,,,,,,,,,,,,,,,2023.2.3,,,,,,2026-04-09 14h29.41.778131 -0700,JurorPsychopyTest,,,,,,,,,,2026-04-09_14h29.14.219,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
50784,,,,,,,,,4603.0597,3,,239.7983784,,,,,,,,14,0,14,14,"Think of a country scene which involves trees, mountains, and a lake. Consider the picture that comes before your mind's eye.",4603.044979,4603.04496,4607.578346,4603.044983,The color and shape of the lake.,,,,,,,,,,,,,,,,,,,,,,,,,,,2023.2.3,,,,,,2026-04-09 14h29.41.778131 -0700,JurorPsychopyTest,,,,,,,,,,2026-04-09_14h29.14.219,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
50784,,,,,,,,,4607.592991,2,,239.7983784,,,,,,,,15,0,15,15,"Think of a country scene which involves trees, mountains, and a lake. Consider the picture that comes before your mind's eye.",4607.578491,4607.578473,4612.670246,4607.578495,A strong wind blows on the trees and on the lake causing waves.,,,,,,,,,,,,,,,,,,,,,,,,,,,2023.2.3,,,,,,2026-04-09 14h29.41.778131 -0700,JurorPsychopyTest,,,,,,,,,,2026-04-09_14h29.14.219,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
50784,,,,,,,,,4625.34348,,,239.7983784,14.4189761,Yes,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,4621.472587,4612.670319,4641.848741,4625.321729,4625.310735,4621.486478,0,0,0,7,0,0,0,3,,,,2023.2.3,Another official testified that he received money from the defendant with a note regarding the zoning laws,The defendant withdrew from his investments before the bribery occurred,evidence4,14,Bribery for zoning laws,2026-04-09 14h29.41.778131 -0700,JurorPsychopyTest,,,,,The defendant has been convicted for tax evasion,A zoning board clerk saw the defendant give an envelope matching the bribe envelope,Bank records of the defendant indicate a recent sale for 43k,DNA under the flap did not belong to the defendant,,2026-04-09_14h29.14.219,The defendant's assistant testified to sealing the envelope for the defendant,A thank you note was discovered inside the confiscated envelope,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
50784,,,,,,,,,4641.858908,,,239.7983784,18.3422791,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,4660.753434,4641.848972,,,1,0,1,5,0,0,0,3,,,,2023.2.3,Another official testified that he received money from the defendant with a note regarding the zoning laws,The defendant withdrew from his investments before the bribery occurred,evidence2,14,Bribery for zoning laws,2026-04-09 14h29.41.778131 -0700,JurorPsychopyTest,,,,,The defendant has been convicted for tax evasion,A zoning board clerk saw the defendant give an envelope matching the bribe envelope,Bank records of the defendant indicate a recent sale for 43k,DNA under the flap did not belong to the defendant,,2026-04-09_14h29.14.219,The defendant's assistant testified to sealing the envelope for the defendant,A thank you note was discovered inside the confiscated envelope,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
50784,,,,,,,,,4660.768422,,,239.7983784,5.544575,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,4668.879128,4660.753672,,,2,0,2,0,0,0,0,3,,,,2023.2.3,Another official testified that he received money from the defendant with a note regarding the zoning laws,The defendant withdrew from his investments before the bribery occurred,criticalInculp,14,Bribery for zoning laws,2026-04-09 14h29.41.778131 -0700,JurorPsychopyTest,,,,,The defendant has been convicted for tax evasion,A zoning board clerk saw the defendant give an envelope matching the bribe envelope,Bank records of the defendant indicate a recent sale for 43k,DNA under the flap did not belong to the defendant,,2026-04-09_14h29.14.219,The defendant's assistant testified to sealing the envelope for the defendant,A thank you note was discovered inside the confiscated envelope,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
50784,,,,,,,,,4668.893494,,,239.7983784,14.3893154,No,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,4684.454089,4668.879286,,,3,0,3,2,0,0,0,3,,,,2023.2.3,Another official testified that he received money from the defendant with a note regarding the zoning laws,The defendant withdrew from his investments before the bribery occurred,minorInculp,14,Bribery for zoning laws,2026-04-09 14h29.41.778131 -0700,JurorPsychopyTest,,,,,The defendant has been convicted for tax evasion,A zoning board clerk saw the defendant give an envelope matching the bribe envelope,Bank records of the defendant indicate a recent sale for 43k,DNA under the flap did not belong to the defendant,,2026-04-09_14h29.14.219,The defendant's assistant testified to sealing the envelope for the defendant,A thank you note was discovered inside the confiscated envelope,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
50784,,,,,,,,,4684.469277,,,239.7983784,5.3240742,No,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,4691.499809,4684.454239,,,4,0,4,3,0,0,0,3,,,,2023.2.3,Another official testified that he received money from the defendant with a note regarding the zoning laws,The defendant withdrew from his investments before the bribery occurred,minorExculp,14,Bribery for zoning laws,2026-04-09 14h29.41.778131 -0700,JurorPsychopyTest,,,,,The defendant has been convicted for tax evasion,A zoning board clerk saw the defendant give an envelope matching the bribe envelope,Bank records of the defendant indicate a recent sale for 43k,DNA under the flap did not belong to the defendant,,2026-04-09_14h29.14.219,The defendant's assistant testified to sealing the envelope for the defendant,A thank you note was discovered inside the confiscated envelope,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
50784,,,,,,,,,4691.510145,,,239.7983784,4.5541792,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,4697.304049,4691.499959,,,5,0,5,6,0,0,0,3,,,,2023.2.3,Another official testified that he received money from the defendant with a note regarding the zoning laws,The defendant withdrew from his investments before the bribery occurred,evidence3,14,Bribery for zoning laws,2026-04-09 14h29.41.778131 -0700,JurorPsychopyTest,,,,,The defendant has been convicted for tax evasion,A zoning board clerk saw the defendant give an envelope matching the bribe envelope,Bank records of the defendant indicate a recent sale for 43k,DNA under the flap did not belong to the defendant,,2026-04-09_14h29.14.219,The defendant's assistant testified to sealing the envelope for the defendant,A thank you note was discovered inside the confiscated envelope,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
50784,,,,,,,,,4697.314611,,,239.7983784,2.533581,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,4700.449942,4697.304203,,,6,0,6,4,0,0,0,3,,,,2023.2.3,Another official testified that he received money from the defendant with a note regarding the zoning laws,The defendant withdrew from his investments before the bribery occurred,evidence1,14,Bribery for zoning laws,2026-04-09 14h29.41.778131 -0700,JurorPsychopyTest,,,,,The defendant has been convicted for tax evasion,A zoning board clerk saw the defendant give an envelope matching the bribe envelope,Bank records of the defendant indicate a recent sale for 43k,DNA under the flap did not belong to the defendant,,2026-04-09_14h29.14.219,The defendant's assistant testified to sealing the envelope for the defendant,A thank you note was discovered inside the confiscated envelope,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
