participant,rank,realrate.response,physical,document,witness,character,verdict.response,responseTextBox.text,thisRow.t,vviqResponse.response,notes,frameRate,evidenceUsedResponse.rt,evidenceUsedResponse.response,consented_button.numClicks,confidenceLevel.response,casestrength.response,waitInstruction.stopped,waitInstruction.started,vviqTrials.thisTrialN,vviqTrials.thisRepN,vviqTrials.thisN,vviqTrials.thisIndex,vviqTheme,vviqShowNewTheme.stopped,vviqShowNewTheme.started,vviqQuestions.stopped,vviqQuestions.started,vviqQuestion,vviqInstructions.stopped,vviqInstructions.started,userResponseContinue.started,userResponse.stopped,userResponse.started,trials.thisTrialN,trials.thisRepN,trials.thisN,trials.thisIndex,testInstruction.stopped,testInstruction.started,surpriseTestRoutine.stopped,surpriseTestRoutine.started,surpriseTestPrompt.stopped,surpriseTestPrompt.started,surpriseTestLoopSmall.thisTrialN,surpriseTestLoopSmall.thisRepN,surpriseTestLoopSmall.thisN,surpriseTestLoopSmall.thisIndex,surpriseTestLoopBig.thisTrialN,surpriseTestLoopBig.thisRepN,surpriseTestLoopBig.thisN,surpriseTestLoopBig.thisIndex,severity,setUpRoutine.stopped,setUpRoutine.started,psychopyVersion,minorInculp,minorExculp,lureType,lureCaseNum,lureCase,expStart,expName,evidenceAppendLoop.thisTrialN,evidenceAppendLoop.thisRepN,evidenceAppendLoop.thisN,evidenceAppendLoop.thisIndex,evidence4,evidence3,evidence2,evidence1,draftedBy,date,criticalInculp,criticalExculp,crimeType,crimeDescription,crime,consented_button.timesOn,consented_button.timesOff,consented,consentInfiniteLoop.thisTrialN,consentInfiniteLoop.thisRepN,consentInfiniteLoop.thisN,consentInfiniteLoop.thisIndex,condition,characterVirtue,baseScenerio,appendEvidence.stopped,appendEvidence.started,Wait.stopped,Wait.started,Survey.stopped,Survey.started,Scenerio.stopped,Scenerio.started,Introduction2.stopped,Introduction2.started,Introduction1.stopped,Introduction1.started,Consent.stopped,Consent.started,,,,,,,,,,
582871,,,,,,,,,1519.366216,4,,240.046473,,,,,,,,0,0,0,0,Think of some relative or friend whom you frequently see (but who is not with you at present) and consider carefully the picture that comes before your mind's eye,1526.600085,1519.355577,1542.213471,1526.600094,"The exact contour of face, head, shoulders and body.",1519.350015,1513.004594,,,,,,,,,,,,,,,,,,,,,,,,,2023.2.3,,,,,,2026-04-14 09h50.58.306999 -0700,JurorPsychopyTest,,,,,,,,,,2026-04-14_09h50.51.049,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
582871,,,,,,,,,1542.228774,2,,240.046473,,,,,,,,1,0,1,1,Think of some relative or friend whom you frequently see (but who is not with you at present) and consider carefully the picture that comes before your mind's eye,1542.213661,1542.213642,1554.38888,1542.213665,"Characteristic poses of head, attitudes of body, etc.",,,,,,,,,,,,,,,,,,,,,,,,,,,2023.2.3,,,,,,2026-04-14 09h50.58.306999 -0700,JurorPsychopyTest,,,,,,,,,,2026-04-14_09h50.51.049,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
582871,,,,,,,,,1554.404223,1,,240.046473,,,,,,,,2,0,2,2,Think of some relative or friend whom you frequently see (but who is not with you at present) and consider carefully the picture that comes before your mind's eye,1554.38902,1554.389002,1558.743046,1554.389024,"The precise carriage, length of step, etc., in walking.",,,,,,,,,,,,,,,,,,,,,,,,,,,2023.2.3,,,,,,2026-04-14 09h50.58.306999 -0700,JurorPsychopyTest,,,,,,,,,,2026-04-14_09h50.51.049,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
582871,,,,,,,,,1558.762595,2,,240.046473,,,,,,,,3,0,3,3,Think of some relative or friend whom you frequently see (but who is not with you at present) and consider carefully the picture that comes before your mind's eye,1558.743191,1558.743171,1563.477135,1558.743195,The different colors worn in some familiar clothes.,,,,,,,,,,,,,,,,,,,,,,,,,,,2023.2.3,,,,,,2026-04-14 09h50.58.306999 -0700,JurorPsychopyTest,,,,,,,,,,2026-04-14_09h50.51.049,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
582871,,,,,,,,,1563.488315,4,,240.046473,,,,,,,,4,0,4,4,Visualize a rising sun. Consider carefully the picture that comes before your mind's eye.,1567.704623,1563.477256,1578.04343,1567.704631,The sun is rising above the horizon into a hazy sky.,,,,,,,,,,,,,,,,,,,,,,,,,,,2023.2.3,,,,,,2026-04-14 09h50.58.306999 -0700,JurorPsychopyTest,,,,,,,,,,2026-04-14_09h50.51.049,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
582871,,,,,,,,,1578.058968,4,,240.046473,,,,,,,,5,0,5,5,Visualize a rising sun. Consider carefully the picture that comes before your mind's eye.,1578.043571,1578.043553,1582.351652,1578.043575,The sky clears and surrounds the sun with blueness.,,,,,,,,,,,,,,,,,,,,,,,,,,,2023.2.3,,,,,,2026-04-14 09h50.58.306999 -0700,JurorPsychopyTest,,,,,,,,,,2026-04-14_09h50.51.049,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
582871,,,,,,,,,1582.367265,4,,240.046473,,,,,,,,6,0,6,6,Visualize a rising sun. Consider carefully the picture that comes before your mind's eye.,1582.351795,1582.351776,1592.656906,1582.351799,"Clouds. A storm blows up, with flashes of lightning.",,,,,,,,,,,,,,,,,,,,,,,,,,,2023.2.3,,,,,,2026-04-14 09h50.58.306999 -0700,JurorPsychopyTest,,,,,,,,,,2026-04-14_09h50.51.049,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
582871,,,,,,,,,1592.671944,4,,240.046473,,,,,,,,7,0,7,7,Visualize a rising sun. Consider carefully the picture that comes before your mind's eye.,1592.657057,1592.657037,1595.864515,1592.657061,A rainbow appears.,,,,,,,,,,,,,,,,,,,,,,,,,,,2023.2.3,,,,,,2026-04-14 09h50.58.306999 -0700,JurorPsychopyTest,,,,,,,,,,2026-04-14_09h50.51.049,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
582871,,,,,,,,,1595.876552,3,,240.046473,,,,,,,,8,0,8,8,Think of the front of a shop which you often go to. Consider the picture that comes before  your mind's eye.,1603.788681,1595.86464,1612.669052,1603.78869,The overall appearance of the shop from the opposite side of the road.,,,,,,,,,,,,,,,,,,,,,,,,,,,2023.2.3,,,,,,2026-04-14 09h50.58.306999 -0700,JurorPsychopyTest,,,,,,,,,,2026-04-14_09h50.51.049,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
582871,,,,,,,,,1612.684331,4,,240.046473,,,,,,,,9,0,9,9,Think of the front of a shop which you often go to. Consider the picture that comes before  your mind's eye.,1612.6692,1612.669181,1618.152683,1612.669204,"A window display including colors, shapes, and details of the door.",,,,,,,,,,,,,,,,,,,,,,,,,,,2023.2.3,,,,,,2026-04-14 09h50.58.306999 -0700,JurorPsychopyTest,,,,,,,,,,2026-04-14_09h50.51.049,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
582871,,,,,,,,,1618.16862,4,,240.046473,,,,,,,,10,0,10,10,Think of the front of a shop which you often go to. Consider the picture that comes before  your mind's eye.,1618.152827,1618.152809,1622.98214,1618.152831,"You are near the entrance. The color, shape, and details of individual items for sale.",,,,,,,,,,,,,,,,,,,,,,,,,,,2023.2.3,,,,,,2026-04-14 09h50.58.306999 -0700,JurorPsychopyTest,,,,,,,,,,2026-04-14_09h50.51.049,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
582871,,,,,,,,,1623.001749,4,,240.046473,,,,,,,,11,0,11,11,Think of the front of a shop which you often go to. Consider the picture that comes before  your mind's eye.,1622.982287,1622.982268,1633.54517,1622.982291,You enter the shop and go to the counter. The counter assistant serves you. Money changes hands.,,,,,,,,,,,,,,,,,,,,,,,,,,,2023.2.3,,,,,,2026-04-14 09h50.58.306999 -0700,JurorPsychopyTest,,,,,,,,,,2026-04-14_09h50.51.049,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
582871,,,,,,,,,1633.555495,3,,240.046473,,,,,,,,12,0,12,12,"Think of a country scene which involves trees, mountains, and a lake. Consider the picture that comes before your mind's eye.",1638.327195,1633.545297,1644.336502,1638.327204,The contours of the landscape.,,,,,,,,,,,,,,,,,,,,,,,,,,,2023.2.3,,,,,,2026-04-14 09h50.58.306999 -0700,JurorPsychopyTest,,,,,,,,,,2026-04-14_09h50.51.049,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
582871,,,,,,,,,1644.351728,3,,240.046473,,,,,,,,13,0,13,13,"Think of a country scene which involves trees, mountains, and a lake. Consider the picture that comes before your mind's eye.",1644.336667,1644.336647,1648.065699,1644.336672,The color and shape of the trees.,,,,,,,,,,,,,,,,,,,,,,,,,,,2023.2.3,,,,,,2026-04-14 09h50.58.306999 -0700,JurorPsychopyTest,,,,,,,,,,2026-04-14_09h50.51.049,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
582871,,,,,,,,,1648.080831,3,,240.046473,,,,,,,,14,0,14,14,"Think of a country scene which involves trees, mountains, and a lake. Consider the picture that comes before your mind's eye.",1648.065844,1648.065825,1651.623644,1648.065848,The color and shape of the lake.,,,,,,,,,,,,,,,,,,,,,,,,,,,2023.2.3,,,,,,2026-04-14 09h50.58.306999 -0700,JurorPsychopyTest,,,,,,,,,,2026-04-14_09h50.51.049,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
582871,,,,,,,,,1651.639412,3,,240.046473,,,,,,,,15,0,15,15,"Think of a country scene which involves trees, mountains, and a lake. Consider the picture that comes before your mind's eye.",1651.623789,1651.623771,1655.695094,1651.623797,A strong wind blows on the trees and on the lake causing waves.,,,,,,,,,,,,,,,,,,,,,,,,,,,2023.2.3,,,,,,2026-04-14 09h50.58.306999 -0700,JurorPsychopyTest,,,,,,,,,,2026-04-14_09h50.51.049,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
582871,,,,,,,,,1663.018895,,,240.046473,4.7648238,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,1660.831899,1655.695175,1670.399022,1662.996971,1662.993979,1660.836975,0,0,0,5,0,0,0,7,,,,2023.2.3,A witness testified that the defendant was seen carrying around a large bag,The defendant was never seen entering the maternity ward,evidence2,22,Infant abduction,2026-04-14 09h50.58.306999 -0700,JurorPsychopyTest,,,,,A prominent leader testified that the defendant is a truthful person,A nurse testified that the defendant was on a different floor when alarms went off,An expert witness testified security cameras show the defendant leaving with baby,DNA matched the defendant's found from bathroom near ER,,2026-04-14_09h50.51.049,The defendant recently had a miscarriage,The baby carried out by the defendant was shown to be a different baby,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
582871,,,,,,,,,1670.409285,,,240.046473,2.4536246,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,1673.449116,1670.399244,,,1,0,1,4,0,0,0,7,,,,2023.2.3,A witness testified that the defendant was seen carrying around a large bag,The defendant was never seen entering the maternity ward,evidence1,22,Infant abduction,2026-04-14 09h50.58.306999 -0700,JurorPsychopyTest,,,,,A prominent leader testified that the defendant is a truthful person,A nurse testified that the defendant was on a different floor when alarms went off,An expert witness testified security cameras show the defendant leaving with baby,DNA matched the defendant's found from bathroom near ER,,2026-04-14_09h50.51.049,The defendant recently had a miscarriage,The baby carried out by the defendant was shown to be a different baby,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
582871,,,,,,,,,1673.459726,,,240.046473,2.5086405,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,1679.361638,1673.449264,,,2,0,2,0,0,0,0,7,,,,2023.2.3,A witness testified that the defendant was seen carrying around a large bag,The defendant was never seen entering the maternity ward,criticalInculp,22,Infant abduction,2026-04-14 09h50.58.306999 -0700,JurorPsychopyTest,,,,,A prominent leader testified that the defendant is a truthful person,A nurse testified that the defendant was on a different floor when alarms went off,An expert witness testified security cameras show the defendant leaving with baby,DNA matched the defendant's found from bathroom near ER,,2026-04-14_09h50.51.049,The defendant recently had a miscarriage,The baby carried out by the defendant was shown to be a different baby,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
582871,,,,,,,,,1679.372333,,,240.046473,2.9924472,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,1683.307706,1679.361793,,,3,0,3,6,0,0,0,7,,,,2023.2.3,A witness testified that the defendant was seen carrying around a large bag,The defendant was never seen entering the maternity ward,evidence3,22,Infant abduction,2026-04-14 09h50.58.306999 -0700,JurorPsychopyTest,,,,,A prominent leader testified that the defendant is a truthful person,A nurse testified that the defendant was on a different floor when alarms went off,An expert witness testified security cameras show the defendant leaving with baby,DNA matched the defendant's found from bathroom near ER,,2026-04-14_09h50.51.049,The defendant recently had a miscarriage,The baby carried out by the defendant was shown to be a different baby,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
582871,,,,,,,,,1683.322851,,,240.046473,4.7464415,Yes,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,1689.040551,1683.307854,,,4,0,4,7,0,0,0,7,,,,2023.2.3,A witness testified that the defendant was seen carrying around a large bag,The defendant was never seen entering the maternity ward,evidence4,22,Infant abduction,2026-04-14 09h50.58.306999 -0700,JurorPsychopyTest,,,,,A prominent leader testified that the defendant is a truthful person,A nurse testified that the defendant was on a different floor when alarms went off,An expert witness testified security cameras show the defendant leaving with baby,DNA matched the defendant's found from bathroom near ER,,2026-04-14_09h50.51.049,The defendant recently had a miscarriage,The baby carried out by the defendant was shown to be a different baby,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
582871,,,,,,,,,1689.051328,,,240.046473,3.1381149,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,1693.658376,1689.040704,,,5,0,5,1,0,0,0,7,,,,2023.2.3,A witness testified that the defendant was seen carrying around a large bag,The defendant was never seen entering the maternity ward,criticalExculp,22,Infant abduction,2026-04-14 09h50.58.306999 -0700,JurorPsychopyTest,,,,,A prominent leader testified that the defendant is a truthful person,A nurse testified that the defendant was on a different floor when alarms went off,An expert witness testified security cameras show the defendant leaving with baby,DNA matched the defendant's found from bathroom near ER,,2026-04-14_09h50.51.049,The defendant recently had a miscarriage,The baby carried out by the defendant was shown to be a different baby,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
582871,,,,,,,,,1693.67327,,,240.046473,7.0841772,No,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,1702.19146,1693.658526,,,6,0,6,3,0,0,0,7,,,,2023.2.3,A witness testified that the defendant was seen carrying around a large bag,The defendant was never seen entering the maternity ward,minorExculp,22,Infant abduction,2026-04-14 09h50.58.306999 -0700,JurorPsychopyTest,,,,,A prominent leader testified that the defendant is a truthful person,A nurse testified that the defendant was on a different floor when alarms went off,An expert witness testified security cameras show the defendant leaving with baby,DNA matched the defendant's found from bathroom near ER,,2026-04-14_09h50.51.049,The defendant recently had a miscarriage,The baby carried out by the defendant was shown to be a different baby,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
582871,,,,,,,,,1702.206406,,,240.046473,4.9416662,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,1708.303951,1702.19161,,,7,0,7,2,0,0,0,7,,,,2023.2.3,A witness testified that the defendant was seen carrying around a large bag,The defendant was never seen entering the maternity ward,minorInculp,22,Infant abduction,2026-04-14 09h50.58.306999 -0700,JurorPsychopyTest,,,,,A prominent leader testified that the defendant is a truthful person,A nurse testified that the defendant was on a different floor when alarms went off,An expert witness testified security cameras show the defendant leaving with baby,DNA matched the defendant's found from bathroom near ER,,2026-04-14_09h50.51.049,The defendant recently had a miscarriage,The baby carried out by the defendant was shown to be a different baby,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
